94 5
{'Survive': 0, 'Schedule': 0, 'Execution': 0, 'Endtime': 16, 'Invalid': 80, 'Global Episode': 0, 'Reward': -20.0}
{'Survive': 0, 'Schedule': 22, 'Execution': 38, 'Endtime': 16, 'Invalid': 38, 'Global Episode': 387000, 'Reward': 33.52916666666667}
{'Survive': 0, 'Schedule': 27, 'Execution': 51, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 388000, 'Reward': 51.58749999999999}
{'Survive': 0, 'Schedule': 28, 'Execution': 52, 'Endtime': 21, 'Invalid': 42, 'Global Episode': 389000, 'Reward': 48.84166666666667}
{'Survive': 0, 'Schedule': 45, 'Execution': 88, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 390000, 'Reward': 92.25000000000003}
{'Survive': 0, 'Schedule': 28, 'Execution': 52, 'Endtime': 21, 'Invalid': 32, 'Global Episode': 391000, 'Reward': 52.69166666666666}
{'Survive': 0, 'Schedule': 27, 'Execution': 51, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 392000, 'Reward': 51.58749999999999}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 29, 'Global Episode': 393000, 'Reward': 56.33333333333332}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 39, 'Global Episode': 394000, 'Reward': 52.8}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 395000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 44, 'Execution': 88, 'Endtime': 41, 'Invalid': 47, 'Global Episode': 396000, 'Reward': 91.87500000000001}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 39, 'Global Episode': 397000, 'Reward': 52.8}
{'Survive': 0, 'Schedule': 30, 'Execution': 58, 'Endtime': 21, 'Invalid': 26, 'Global Episode': 398000, 'Reward': 60.587499999999984}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 399000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 27, 'Execution': 53, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 400000, 'Reward': 51.44166666666666}
Checkpoint saved to ckpt/sim201722453950_400000.pth
{'Survive': 0, 'Schedule': 46, 'Execution': 91, 'Endtime': 41, 'Invalid': 61, 'Global Episode': 401000, 'Reward': 90.15000000000002}
{'Survive': 0, 'Schedule': 29, 'Execution': 50, 'Endtime': 21, 'Invalid': 42, 'Global Episode': 402000, 'Reward': 46.96666666666667}
{'Survive': 0, 'Schedule': 29, 'Execution': 53, 'Endtime': 21, 'Invalid': 29, 'Global Episode': 403000, 'Reward': 55.23333333333333}
{'Survive': 0, 'Schedule': 43, 'Execution': 84, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 404000, 'Reward': 86.56250000000001}
{'Survive': 0, 'Schedule': 28, 'Execution': 52, 'Endtime': 21, 'Invalid': 32, 'Global Episode': 405000, 'Reward': 52.69166666666666}
{'Survive': 0, 'Schedule': 45, 'Execution': 94, 'Endtime': 41, 'Invalid': 46, 'Global Episode': 406000, 'Reward': 98.79166666666669}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 407000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 29, 'Execution': 55, 'Endtime': 21, 'Invalid': 29, 'Global Episode': 408000, 'Reward': 56.21249999999999}
{'Survive': 0, 'Schedule': 28, 'Execution': 52, 'Endtime': 21, 'Invalid': 32, 'Global Episode': 409000, 'Reward': 52.69166666666666}
{'Survive': 0, 'Schedule': 27, 'Execution': 55, 'Endtime': 21, 'Invalid': 34, 'Global Episode': 410000, 'Reward': 54.666666666666664}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 411000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 27, 'Execution': 55, 'Endtime': 21, 'Invalid': 33, 'Global Episode': 412000, 'Reward': 55.02083333333333}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 413000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 39, 'Global Episode': 414000, 'Reward': 52.8}
{'Survive': 0, 'Schedule': 46, 'Execution': 91, 'Endtime': 41, 'Invalid': 46, 'Global Episode': 415000, 'Reward': 96.06250000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 88, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 416000, 'Reward': 92.25000000000003}
{'Survive': 0, 'Schedule': 24, 'Execution': 46, 'Endtime': 21, 'Invalid': 48, 'Global Episode': 417000, 'Reward': 39.987500000000004}
{'Survive': 0, 'Schedule': 22, 'Execution': 39, 'Endtime': 16, 'Invalid': 37, 'Global Episode': 418000, 'Reward': 34.862500000000004}
{'Survive': 0, 'Schedule': 22, 'Execution': 39, 'Endtime': 16, 'Invalid': 37, 'Global Episode': 419000, 'Reward': 34.862500000000004}
{'Survive': 0, 'Schedule': 29, 'Execution': 55, 'Endtime': 21, 'Invalid': 40, 'Global Episode': 420000, 'Reward': 52.8625}
{'Survive': 0, 'Schedule': 31, 'Execution': 51, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 421000, 'Reward': 52.13333333333334}
{'Survive': 0, 'Schedule': 26, 'Execution': 47, 'Endtime': 21, 'Invalid': 44, 'Global Episode': 422000, 'Reward': 42.71666666666667}
{'Survive': 0, 'Schedule': 24, 'Execution': 46, 'Endtime': 21, 'Invalid': 48, 'Global Episode': 423000, 'Reward': 39.987500000000004}
{'Survive': 0, 'Schedule': 29, 'Execution': 50, 'Endtime': 21, 'Invalid': 42, 'Global Episode': 424000, 'Reward': 47.13333333333333}
{'Survive': 0, 'Schedule': 26, 'Execution': 47, 'Endtime': 21, 'Invalid': 44, 'Global Episode': 425000, 'Reward': 42.71666666666667}
{'Survive': 0, 'Schedule': 23, 'Execution': 51, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 426000, 'Reward': 48.20833333333333}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 427000, 'Reward': 95.18750000000003}
{'Survive': 0, 'Schedule': 25, 'Execution': 54, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 428000, 'Reward': 52.0}
{'Survive': 0, 'Schedule': 28, 'Execution': 56, 'Endtime': 21, 'Invalid': 39, 'Global Episode': 429000, 'Reward': 53.8}
{'Survive': 0, 'Schedule': 25, 'Execution': 54, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 430000, 'Reward': 52.0}
{'Survive': 0, 'Schedule': 100, 'Execution': 194, 'Endtime': 101, 'Invalid': 88, 'Global Episode': 431000, 'Reward': 210.41666666666666}
{'Survive': 0, 'Schedule': 27, 'Execution': 55, 'Endtime': 21, 'Invalid': 33, 'Global Episode': 432000, 'Reward': 54.916666666666664}
{'Survive': 0, 'Schedule': 43, 'Execution': 89, 'Endtime': 41, 'Invalid': 50, 'Global Episode': 433000, 'Reward': 91.75000000000001}
{'Survive': 0, 'Schedule': 30, 'Execution': 58, 'Endtime': 21, 'Invalid': 26, 'Global Episode': 434000, 'Reward': 60.587499999999984}
{'Survive': 0, 'Schedule': 38, 'Execution': 77, 'Endtime': 31, 'Invalid': 30, 'Global Episode': 435000, 'Reward': 83.41666666666667}
{'Survive': 0, 'Schedule': 29, 'Execution': 54, 'Endtime': 21, 'Invalid': 40, 'Global Episode': 436000, 'Reward': 51.96666666666666}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 29, 'Global Episode': 437000, 'Reward': 56.33333333333332}
{'Survive': 0, 'Schedule': 29, 'Execution': 50, 'Endtime': 21, 'Invalid': 42, 'Global Episode': 438000, 'Reward': 46.96666666666667}
{'Survive': 0, 'Schedule': 48, 'Execution': 92, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 439000, 'Reward': 94.70833333333334}
{'Survive': 0, 'Schedule': 19, 'Execution': 38, 'Endtime': 16, 'Invalid': 37, 'Global Episode': 440000, 'Reward': 33.21666666666667}
{'Survive': 0, 'Schedule': 25, 'Execution': 53, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 441000, 'Reward': 50.895833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 442000, 'Reward': 95.18750000000003}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 443000, 'Reward': 95.18750000000003}
{'Survive': 0, 'Schedule': 43, 'Execution': 88, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 444000, 'Reward': 90.70833333333336}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 445000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 446000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 30, 'Execution': 58, 'Endtime': 21, 'Invalid': 26, 'Global Episode': 447000, 'Reward': 60.587499999999984}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 448000, 'Reward': 95.18750000000003}
{'Survive': 0, 'Schedule': 34, 'Execution': 76, 'Endtime': 31, 'Invalid': 38, 'Global Episode': 449000, 'Reward': 78.00000000000003}
{'Survive': 0, 'Schedule': 45, 'Execution': 94, 'Endtime': 41, 'Invalid': 49, 'Global Episode': 450000, 'Reward': 97.20833333333336}
{'Survive': 0, 'Schedule': 43, 'Execution': 85, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 451000, 'Reward': 87.66666666666669}
{'Survive': 0, 'Schedule': 46, 'Execution': 91, 'Endtime': 41, 'Invalid': 45, 'Global Episode': 452000, 'Reward': 96.00000000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 88, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 453000, 'Reward': 92.25000000000003}
{'Survive': 0, 'Schedule': 24, 'Execution': 46, 'Endtime': 21, 'Invalid': 51, 'Global Episode': 454000, 'Reward': 39.09166666666667}
{'Survive': 0, 'Schedule': 25, 'Execution': 53, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 455000, 'Reward': 50.895833333333336}
{'Survive': 0, 'Schedule': 22, 'Execution': 38, 'Endtime': 16, 'Invalid': 38, 'Global Episode': 456000, 'Reward': 33.52916666666667}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 457000, 'Reward': 95.18750000000003}
{'Survive': 0, 'Schedule': 27, 'Execution': 55, 'Endtime': 21, 'Invalid': 34, 'Global Episode': 458000, 'Reward': 54.770833333333336}
{'Survive': 0, 'Schedule': 43, 'Execution': 89, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 459000, 'Reward': 91.70833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 460000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 46, 'Execution': 100, 'Endtime': 46, 'Invalid': 53, 'Global Episode': 461000, 'Reward': 103.87500000000001}
{'Survive': 0, 'Schedule': 27, 'Execution': 55, 'Endtime': 21, 'Invalid': 34, 'Global Episode': 462000, 'Reward': 54.770833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 463000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 464000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 34, 'Execution': 76, 'Endtime': 31, 'Invalid': 38, 'Global Episode': 465000, 'Reward': 78.00000000000003}
{'Survive': 0, 'Schedule': 48, 'Execution': 99, 'Endtime': 46, 'Invalid': 54, 'Global Episode': 466000, 'Reward': 103.04166666666671}
{'Survive': 0, 'Schedule': 34, 'Execution': 76, 'Endtime': 31, 'Invalid': 38, 'Global Episode': 467000, 'Reward': 77.79166666666669}
{'Survive': 0, 'Schedule': 46, 'Execution': 100, 'Endtime': 46, 'Invalid': 53, 'Global Episode': 468000, 'Reward': 103.87500000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 469000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 19, 'Execution': 38, 'Endtime': 16, 'Invalid': 37, 'Global Episode': 470000, 'Reward': 33.21666666666667}
{'Survive': 0, 'Schedule': 22, 'Execution': 39, 'Endtime': 16, 'Invalid': 37, 'Global Episode': 471000, 'Reward': 34.862500000000004}
{'Survive': 0, 'Schedule': 25, 'Execution': 53, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 472000, 'Reward': 50.895833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 473000, 'Reward': 95.18750000000003}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 474000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 475000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 94, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 476000, 'Reward': 97.3541666666667}
{'Survive': 0, 'Schedule': 30, 'Execution': 58, 'Endtime': 21, 'Invalid': 26, 'Global Episode': 477000, 'Reward': 60.587499999999984}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 39, 'Global Episode': 478000, 'Reward': 52.69583333333333}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 479000, 'Reward': 55.96249999999999}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 480000, 'Reward': 56.15}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 481000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 482000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 44, 'Execution': 85, 'Endtime': 41, 'Invalid': 52, 'Global Episode': 483000, 'Reward': 86.6875}
{'Survive': 0, 'Schedule': 25, 'Execution': 53, 'Endtime': 21, 'Invalid': 37, 'Global Episode': 484000, 'Reward': 50.895833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 485000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 93, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 486000, 'Reward': 96.87500000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 487000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 488000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 43, 'Execution': 82, 'Endtime': 41, 'Invalid': 62, 'Global Episode': 489000, 'Reward': 80.08333333333333}
{'Survive': 0, 'Schedule': 28, 'Execution': 55, 'Endtime': 21, 'Invalid': 30, 'Global Episode': 490000, 'Reward': 55.87916666666666}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 491000, 'Reward': 96.08333333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 492000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 43, 'Execution': 88, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 493000, 'Reward': 90.70833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 494000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 91, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 495000, 'Reward': 94.45833333333336}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 496000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 22, 'Execution': 38, 'Endtime': 16, 'Invalid': 38, 'Global Episode': 497000, 'Reward': 33.59166666666667}
{'Survive': 0, 'Schedule': 19, 'Execution': 37, 'Endtime': 16, 'Invalid': 38, 'Global Episode': 498000, 'Reward': 32.25833333333333}
{'Survive': 0, 'Schedule': 62, 'Execution': 131, 'Endtime': 61, 'Invalid': 53, 'Global Episode': 499000, 'Reward': 141.4375}
{'Survive': 0, 'Schedule': 43, 'Execution': 87, 'Endtime': 41, 'Invalid': 53, 'Global Episode': 500000, 'Reward': 88.375}
Checkpoint saved to ckpt/sim201722459361_500000.pth
{'Survive': 0, 'Schedule': 20, 'Execution': 41, 'Endtime': 16, 'Invalid': 36, 'Global Episode': 501000, 'Reward': 36.79166666666667}
{'Survive': 0, 'Schedule': 32, 'Execution': 75, 'Endtime': 31, 'Invalid': 40, 'Global Episode': 502000, 'Reward': 75.66666666666667}
{'Survive': 0, 'Schedule': 44, 'Execution': 83, 'Endtime': 41, 'Invalid': 53, 'Global Episode': 503000, 'Reward': 84.4375}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 504000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 28, 'Execution': 56, 'Endtime': 21, 'Invalid': 40, 'Global Episode': 505000, 'Reward': 53.112500000000004}
{'Survive': 0, 'Schedule': 49, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 506000, 'Reward': 96.60416666666667}
{'Survive': 0, 'Schedule': 59, 'Execution': 121, 'Endtime': 61, 'Invalid': 63, 'Global Episode': 507000, 'Reward': 127.37500000000009}
{'Survive': 0, 'Schedule': 34, 'Execution': 68, 'Endtime': 31, 'Invalid': 44, 'Global Episode': 508000, 'Reward': 67.56250000000001}
{'Survive': 0, 'Schedule': 27, 'Execution': 48, 'Endtime': 21, 'Invalid': 44, 'Global Episode': 509000, 'Reward': 43.862500000000004}
{'Survive': 0, 'Schedule': 82, 'Execution': 161, 'Endtime': 81, 'Invalid': 68, 'Global Episode': 510000, 'Reward': 174.89583333333326}
{'Survive': 0, 'Schedule': 49, 'Execution': 89, 'Endtime': 41, 'Invalid': 52, 'Global Episode': 511000, 'Reward': 91.1875}
{'Survive': 0, 'Schedule': 45, 'Execution': 93, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 512000, 'Reward': 96.56250000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 513000, 'Reward': 95.97916666666669}
{'Survive': 0, 'Schedule': 26, 'Execution': 42, 'Endtime': 21, 'Invalid': 45, 'Global Episode': 514000, 'Reward': 37.60416666666667}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 515000, 'Reward': 95.77083333333336}
{'Survive': 0, 'Schedule': 48, 'Execution': 99, 'Endtime': 46, 'Invalid': 51, 'Global Episode': 516000, 'Reward': 103.27083333333337}
{'Survive': 0, 'Schedule': 46, 'Execution': 87, 'Endtime': 41, 'Invalid': 54, 'Global Episode': 517000, 'Reward': 88.125}
{'Survive': 0, 'Schedule': 59, 'Execution': 121, 'Endtime': 61, 'Invalid': 63, 'Global Episode': 518000, 'Reward': 127.37500000000009}
{'Survive': 0, 'Schedule': 30, 'Execution': 54, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 519000, 'Reward': 55.27083333333332}
{'Survive': 0, 'Schedule': 62, 'Execution': 131, 'Endtime': 61, 'Invalid': 51, 'Global Episode': 520000, 'Reward': 141.20833333333334}
{'Survive': 0, 'Schedule': 48, 'Execution': 88, 'Endtime': 41, 'Invalid': 52, 'Global Episode': 521000, 'Reward': 90.81250000000001}
{'Survive': 0, 'Schedule': 48, 'Execution': 95, 'Endtime': 46, 'Invalid': 53, 'Global Episode': 522000, 'Reward': 97.85416666666667}
{'Survive': 0, 'Schedule': 30, 'Execution': 46, 'Endtime': 21, 'Invalid': 40, 'Global Episode': 523000, 'Reward': 44.270833333333336}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 524000, 'Reward': 100.43750000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 92, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 525000, 'Reward': 96.18750000000001}
{'Survive': 0, 'Schedule': 85, 'Execution': 160, 'Endtime': 81, 'Invalid': 67, 'Global Episode': 526000, 'Reward': 174.4166666666666}
{'Survive': 0, 'Schedule': 45, 'Execution': 93, 'Endtime': 41, 'Invalid': 48, 'Global Episode': 527000, 'Reward': 96.87500000000001}
{'Survive': 0, 'Schedule': 48, 'Execution': 88, 'Endtime': 41, 'Invalid': 49, 'Global Episode': 528000, 'Reward': 91.06250000000003}
{'Survive': 0, 'Schedule': 49, 'Execution': 89, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 529000, 'Reward': 92.08333333333334}
{'Survive': 0, 'Schedule': 81, 'Execution': 157, 'Endtime': 81, 'Invalid': 63, 'Global Episode': 530000, 'Reward': 171.7291666666666}
{'Survive': 0, 'Schedule': 46, 'Execution': 83, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 531000, 'Reward': 85.20833333333333}
{'Survive': 0, 'Schedule': 46, 'Execution': 83, 'Endtime': 41, 'Invalid': 51, 'Global Episode': 532000, 'Reward': 85.20833333333333}
{'Survive': 0, 'Schedule': 50, 'Execution': 92, 'Endtime': 41, 'Invalid': 45, 'Global Episode': 533000, 'Reward': 97.18750000000001}
{'Survive': 0, 'Schedule': 32, 'Execution': 73, 'Endtime': 31, 'Invalid': 40, 'Global Episode': 534000, 'Reward': 73.35416666666666}
{'Survive': 0, 'Schedule': 85, 'Execution': 160, 'Endtime': 81, 'Invalid': 67, 'Global Episode': 535000, 'Reward': 174.20833333333326}
{'Survive': 0, 'Schedule': 50, 'Execution': 92, 'Endtime': 41, 'Invalid': 46, 'Global Episode': 536000, 'Reward': 96.5416666666667}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 537000, 'Reward': 100.64583333333336}
{'Survive': 0, 'Schedule': 50, 'Execution': 92, 'Endtime': 41, 'Invalid': 46, 'Global Episode': 538000, 'Reward': 96.5416666666667}
{'Survive': 0, 'Schedule': 51, 'Execution': 97, 'Endtime': 46, 'Invalid': 49, 'Global Episode': 539000, 'Reward': 102.31250000000001}
{'Survive': 0, 'Schedule': 61, 'Execution': 124, 'Endtime': 61, 'Invalid': 60, 'Global Episode': 540000, 'Reward': 131.85416666666669}
{'Survive': 0, 'Schedule': 46, 'Execution': 88, 'Endtime': 41, 'Invalid': 47, 'Global Episode': 541000, 'Reward': 91.20833333333333}
{'Survive': 0, 'Schedule': 48, 'Execution': 89, 'Endtime': 41, 'Invalid': 45, 'Global Episode': 542000, 'Reward': 93.64583333333334}
{'Survive': 0, 'Schedule': 78, 'Execution': 161, 'Endtime': 81, 'Invalid': 74, 'Global Episode': 543000, 'Reward': 171.60416666666663}
{'Survive': 0, 'Schedule': 62, 'Execution': 125, 'Endtime': 61, 'Invalid': 60, 'Global Episode': 544000, 'Reward': 131.93750000000003}
{'Survive': 0, 'Schedule': 78, 'Execution': 155, 'Endtime': 76, 'Invalid': 68, 'Global Episode': 545000, 'Reward': 165.87499999999997}
{'Survive': 0, 'Schedule': 62, 'Execution': 131, 'Endtime': 61, 'Invalid': 51, 'Global Episode': 546000, 'Reward': 141.00000000000003}
{'Survive': 0, 'Schedule': 105, 'Execution': 202, 'Endtime': 106, 'Invalid': 90, 'Global Episode': 547000, 'Reward': 218.12499999999986}
{'Survive': 0, 'Schedule': 27, 'Execution': 56, 'Endtime': 21, 'Invalid': 34, 'Global Episode': 548000, 'Reward': 55.979166666666664}
{'Survive': 0, 'Schedule': 47, 'Execution': 86, 'Endtime': 41, 'Invalid': 47, 'Global Episode': 549000, 'Reward': 89.83333333333334}
{'Survive': 0, 'Schedule': 48, 'Execution': 88, 'Endtime': 41, 'Invalid': 46, 'Global Episode': 550000, 'Reward': 92.29166666666666}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 551000, 'Reward': 100.43750000000001}
{'Survive': 0, 'Schedule': 79, 'Execution': 162, 'Endtime': 81, 'Invalid': 64, 'Global Episode': 552000, 'Reward': 176.77083333333326}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 553000, 'Reward': 100.85416666666669}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 554000, 'Reward': 100.64583333333334}
{'Survive': 0, 'Schedule': 48, 'Execution': 89, 'Endtime': 41, 'Invalid': 44, 'Global Episode': 555000, 'Reward': 93.89583333333334}
{'Survive': 0, 'Schedule': 50, 'Execution': 99, 'Endtime': 46, 'Invalid': 48, 'Global Episode': 556000, 'Reward': 104.10416666666667}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 557000, 'Reward': 100.64583333333334}
{'Survive': 0, 'Schedule': 50, 'Execution': 96, 'Endtime': 46, 'Invalid': 50, 'Global Episode': 558000, 'Reward': 100.43750000000001}
{'Survive': 0, 'Schedule': 45, 'Execution': 96, 'Endtime': 46, 'Invalid': 58, 'Global Episode': 559000, 'Reward': 97.16666666666669}
{'Survive': 0, 'Schedule': 27, 'Execution': 56, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 560000, 'Reward': 56.83333333333333}
{'Survive': 0, 'Schedule': 48, 'Execution': 90, 'Endtime': 41, 'Invalid': 44, 'Global Episode': 561000, 'Reward': 94.89583333333333}
{'Survive': 0, 'Schedule': 110, 'Execution': 221, 'Endtime': 121, 'Invalid': 102, 'Global Episode': 562000, 'Reward': 238.99999999999986}
{'Survive': 0, 'Schedule': 46, 'Execution': 96, 'Endtime': 46, 'Invalid': 59, 'Global Episode': 563000, 'Reward': 97.33333333333336}
{'Survive': 0, 'Schedule': 31, 'Execution': 74, 'Endtime': 31, 'Invalid': 41, 'Global Episode': 564000, 'Reward': 73.79166666666667}
{'Survive': 0, 'Schedule': 47, 'Execution': 103, 'Endtime': 46, 'Invalid': 52, 'Global Episode': 565000, 'Reward': 107.33333333333336}
{'Survive': 0, 'Schedule': 27, 'Execution': 56, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 566000, 'Reward': 56.83333333333333}
{'Survive': 0, 'Schedule': 47, 'Execution': 87, 'Endtime': 41, 'Invalid': 46, 'Global Episode': 567000, 'Reward': 91.08333333333334}
{'Survive': 0, 'Schedule': 112, 'Execution': 219, 'Endtime': 121, 'Invalid': 98, 'Global Episode': 568000, 'Reward': 237.49999999999986}
{'Survive': 0, 'Schedule': 62, 'Execution': 131, 'Endtime': 61, 'Invalid': 50, 'Global Episode': 569000, 'Reward': 141.45833333333337}
